id,language,context,target,max_width
707,English,"The industry faces the challenge of working more cleanly, but costs must remain reasonable. The government is investing in more research in environmental technology and in international cooperation. At the EU level, a new environmental programme for 2001–2010 is being prepared,","with goals such as clean air, forest protection, and soil protection.",639
708,German,"Auf EU-Ebene wird ein neues Umweltprogramm für die Jahre 2001 bis 2010 vorbereitet, das Ziele wie saubere Luft, Schutz der Wälder und Bodenschutz enthält. Die Debatte ist oft politisch, denn es gibt Interessen von Unternehmen und Arbeitnehmern. Trotzdem wächst der Wille, Verantwortung",für die Natur zu übernehmen und eine nachhaltigere Entwicklung zu fördern.,751
709,English,"The debate is often political, because there are interests from companies and workers. Still, the will grows to take responsibility for nature and to promote more sustainable development. Many people hope that politics will take concrete steps today, so",that future generations can also live in a healthy environment.,603
710,German,"Heute, am 27. Oktober 2011, schreibe ich über die Telekommunikation und den möglichen Ausbau eines neuen Mobilfunknetzes, das oft als 5G bezeichnet wird. In vielen Berichten wird erklärt, dass sich die Technik in den letzten Jahren enorm entwickelt hat und dass die Netze immer mehr genutzt werden. In Deutschland wie auch weltweit","investieren Unternehmen und Staaten viel Geld, damit Verbindungen schneller werden und mehr Daten fließen.",1081
711,English,"Today, on October 27, 2011, I am writing about telecommunications and the possible expansion of a new mobile network that is often called 5G. In many reports it is explained that the technology has developed rapidly in recent years and that networks are being used more and more. In Germany as well as worldwide, companies and governments are investing a lot of money to make connections faster and to allow more data to","flow. The latest advances are called LTE and LTE-Advanced, and in some cities mobile Internet services are significantly improving.",1287
712,German,"Die neuesten Fortschritte heißen LTE und LTE-Advanced, und in einigen Städten verbessern sich die mobilen Internetdienste deutlich. Viele Menschen nutzen Tablets, Smartphones und Notebooks mit Mobilverbindung, und der Datenverkehr wächst täglich. Die Netze müssen deshalb effizienter arbeiten und mehr Geräte gleichzeitig unterstützen. Die Idee von 5G kommt jetzt ins Spiel: Experten sprechen von einer fünften","Generation von Mobilfunknetzen, die deutlich höhere Geschwindigkeiten liefern und sehr geringe Verzögerungen haben soll.",1213
713,English,"Many people use tablets, smartphones, and laptops with mobile connections, and data traffic is growing daily. The networks must therefore operate more efficiently and support more devices at the same time. The idea of 5G is now coming into play: experts speak of a fifth generation of mobile networks that should deliver much higher speeds and have very low","delays. The idea is that not only phones, but many other things can go online.",753
714,German,"Die Vorstellung ist, dass nicht nur Handys, sondern auch viele andere Dinge online gehen können. Autos, Häuser, Fabriken oder ganze Straßenzüge könnten vernetzt werden, damit Aufgaben schneller erledigt werden und neue Dienste entstehen. In der Praxis bedeutet das, dass",in der nächsten Zeit viel getestet und geplant werden muss.,578
715,English,"Cars, houses, factories, or whole streets could be networked so that tasks are completed faster and new services arise. In practice, that means that in the coming period a lot has to be tested and planned. Different countries are conducting pilot projects in which new radio",frequencies are tested and where the stability of the network is measured.,714
716,German,"Unterschiedliche Länder führen Pilotprojekte durch, in denen neue Funkfrequenzen ausprobiert werden und gemessen wird, wie stabil das Netz ist. In Deutschland arbeiten Unternehmen wie die Telekom und andere Anbieter mit Forschungseinrichtungen zusammen, um zu prüfen, welche",Technologie sich am besten eignet. Gleichzeitig gibt es viele Herausforderungen.,789
717,English,"In Germany, companies like Deutsche Telekom and other providers cooperate with research institutions to see which technology works best. At the same time there are many challenges. Costs play a big role,",because expanding infrastructure is expensive and takes time.,603
718,German,"Die Kosten spielen eine große Rolle, denn der Ausbau der Infrastruktur ist teuer und braucht Zeit. Politische Entscheidungen über Frequenzen und Vorschriften müssen getroffen werden, damit sich neue Netze möglichst schnell verbreiten können. Auch die Sicherheit der","Netze ist wichtig, weil immer mehr Geräte miteinander verbunden sind.",701
719,English,"Political decisions about frequencies and regulations must be made so that new networks can spread as quickly as possible. Also the security of the networks is important, because more and more devices are connected. The energy supply of antennas and the network must be",planned sensibly so that operation does not consume too much electricity.,718
720,German,"Die Energieversorgung der Antennen und des Netzes muss sinnvoll geplant werden, damit der Betrieb nicht zu viel Strom verbraucht. Trotz dieser Hürden bleibt die Aussicht auf 5G spannend. Die nächste Generation von Mobilfunk könnte neue Anwendungen ermöglichen, zum","Beispiel in der Industrie, im Verkehr oder in der Medizin.",562
721,English,"Despite these hurdles, the prospect of 5G remains exciting. The next generation of mobile communications could enable new applications, for example in industry, transportation, or medicine. Whether 5G will truly reach nationwide coverage by the middle","of the 2010s depends on technology, costs, and political decisions.",647
722,German,"Ob 5G wirklich bis Mitte der 2010er Jahre flächendeckend kommt, hängt von Technik, Kosten und politischen Entscheidungen ab. Was heute schon sicher ist, ist, dass der Ausbau der Breitbandverbindungen weitergeht und dass Menschen bessere Möglichkeiten bekommen, online zu gehen. Für mich als Verbraucher bedeutet das mehr Geschwindigkeit, mehr Zuverlässigkeit und neue","Dienste, wenn ich ein Smartphone, ein Tablet oder ein anderes internetfähiges Gerät nutze.",882
723,English,"What is already clear is that the expansion of broadband connections will continue and that people will have better ways to go online. For me as a consumer this means more speed, more reliability, and new services when I use a smartphone, a tablet, or another internet-enabled device. And it will",be exciting to watch how the mobile networks develop in the coming years.,737
724,German,"Am 17. Juli 2020 schreibe ich diese Zeilen, weil sich Schule und Lernen gerade stark verändern. Seit einigen Monaten erleben wir, wie Technologie immer wichtiger wird. Die Corona-Pandemie hat viele Schulen geschlossen,","und Lehrerinnen und Lehrer suchen neue Wege, Unterricht anzubieten.",691
725,English,"On July 17, 2020 I write these lines, because schools and learning are currently changing a lot. For several months we have been experiencing how technology is becoming more and more important. The Corona pandemic has closed many schools, and teachers are looking for",new ways to offer lessons. Many students are now working from home.,697
726,German,"Viele Schülerinnen und Schüler arbeiten jetzt von zu Hause. Sie nutzen Computer, Tablets und Smartphones, um Aufgaben zu bekommen, Aufgaben zu lösen und mit der Lehrkraft zu sprechen. Online-Plattformen wie E-Mail, Lernmanagement-Systeme und Video-Calls gehören zum Alltag. Für manche ist das Lernen zu Hause sinnvoll: Man kann den Stoff in seinem eigenen Tempo wiederholen, man",kann sich die Zeit frei einteilen und man braucht nicht jeden Tag den Schulweg.,777
727,English,"They use computers, tablets and smartphones to receive assignments, to solve them, and to talk with the teacher. Online platforms such as email, learning management systems and video calls are part of daily life. For some, learning at home is sensible: you can repeat the material at your own pace, you can divide your time freely, and you do not need the daily","commute to school. Teachers can prepare materials, create explanatory videos and better observe the learning progress.",1153
728,German,"Lehrerinnen und Lehrer können Materialien vorbereiten, Erklärvideos erstellen und den Lernstand besser beobachten. Die Schülerinnen und Schüler können mit Mitschülerinnen und Mitschülern über Chats oder Foren kommunizieren. Gleichzeitig gibt es Probleme: Nicht alle",Familien haben einen schnellen Internetanschluss oder ein eigenes Gerät.,713
729,English,Students can communicate with classmates through chats or forums. At the same time there are problems: not all families have fast internet access or their own device. Sometimes several,family members have to share the same laptop.,462
730,German,"Manchmal müssen mehrere Familienmitglieder denselben Laptop teilen. Manche Kinder haben zu Hause nicht den ruhigen Arbeitsplatz. Die Hausaufgaben und Prüfungen zu Hause sind eine neue Herausforderung: Wie kann man sicherstellen, dass die Arbeit","ehrlich ist, und wie bewertet man das Lernen fair?",492
731,English,"Some children do not have a quiet workspace at home. Homework and tests at home are a new challenge: how can one ensure that work is done honestly, and how should learning be graded fairly? Data",protection and safety become more important when children learn online.,716
732,German,"Datenschutz und Sicherheit werden wichtiger, wenn Kinder online lernen. Außerdem braucht man Motivation und Selbstorganisation. Nicht alle Schülerinnen und Schüler sind",gleich gut auf sich allein gestellt.,327
733,English,"In addition, motivation and self-organization are required. Not all students are equally able to cope on their own. Some long for direct contact with teachers, for personal discussion in","class, for group work and for sports activities.",451
734,German,"Einige sehnen sich nach dem direkten Kontakt mit Lehrern, nach der persönlichen Diskussion in der Klasse, nach Gruppenarbeiten und sportlichen Aktivitäten. Lehrerinnen und Lehrer müssen neue Methoden lernen, sie müssen digital gut kommunizieren können, klare Aufgaben geben und regelmäßiges Feedback geben.","Eltern spielen eine wichtige Rolle, denn sie unterstützen oft zu Hause.",683
735,English,"Teachers must learn new methods, they must communicate digitally well, give clear tasks and provide regular feedback. Parents play an important role because they often help at home. Schools try to become more flexible: blended learning, learning with both paths—the",in-school and online learning—could play a larger role in the future.,666
736,German,"Die Schulen versuchen, flexibler zu werden: Blended Learning, das Lernen mit beiden Wegen, Präsenzunterricht und Online-Lernen, könnte in Zukunft eine größere Rolle spielen. Die Technik kann helfen, individuelle Lernwege zu ermöglichen, Lernfortschritte besser zu beobachten und Materialien",schneller zu aktualisieren. Doch Technik ersetzt nicht die menschliche Nähe.,747
737,English,"Technology can help to enable individual learning paths, to observe progress more clearly and to update materials faster. But technology does not replace human closeness. Patience, understanding",and a good learning culture remain decisive.,436
738,German,"Fernsehen bleibt das wichtigste Freizeitmedium in vielen Haushalten. Sender arbeiten daran, gute Serien, Filme und Nachrichten zu zeigen, und sie verwenden viel Werbung, um das Programm zu finanzieren. Die Kosten für Produktionen steigen, und Studios investieren in neue Technik. Im Film gibt es große Produktionen","mit modernen Effekten, und auch im Heimkino gewinnt das DVD-Format an Bedeutung.",866
739,English,"Broadcasters are working to show good series, films, and news, and they use a lot of advertising to finance the program. The costs of productions are rising, and studios invest in new technology. In film there are large productions with modern effects, and in home cinema the DVD format is gaining significance. The music",industry is strongly shaped by CDs; radio stations often determine which songs become known.,929
740,German,"Die Musikindustrie ist stark von CDs geprägt; Radiosender bestimmen oft, welche Lieder bekannt werden. Jugendliche kaufen neue CDs oder hören Musik im Auto und zu Hause. In den letzten Jahren kommt auch das Internet","in die Haushalte, doch es ist noch nicht flächendeckend.",549
741,English,"Young people buy new CDs or listen to music in the car and at home. In recent years the Internet has come into households, but it is not yet widespread. Many people use it to search","for news, write emails, or visit small online shops.",493
742,German,"Unternehmen sollten außerdem klare Regeln für den Umgang mit vertraulichen Daten haben und Wege finden, Sicherheitsvorfälle schnell zu melden und zu untersuchen. Die Behörden arbeiten daran, kriminelle Netzwerke zu verfolgen und bessere Gesetze zum Schutz der Nutzer zu schaffen. Es bleibt wichtig, wachsam zu bleiben, sich zu informieren","und sicher zu arbeiten, besonders wenn man öffentliche WLAN-Netze benutzt oder Passwörter teilt.",972
743,English,"The authorities are working to prosecute criminal networks and to create better laws to protect users. It remains important to stay vigilant, to stay informed, and to work securely, especially when using public Wi-Fi or sharing passwords. Overall, the situation in 2009 is more stable if we act regularly, but the threats","remain serious, and we must learn from mistakes and continually improve our defenses.",854
744,German,"Am 14. Juli 1993 beobachten viele Unternehmer, Bankberater und Forscher eine neue Entwicklung: Startups gewinnen an Bedeutung, und Risikokapital wird dabei eine immer größere Rolle spielen. In den USA investieren spezialisierte Fonds mehr Geld in junge Firmen, die neue Computertechnologien, Softwareideen oder Internetzugänge",entwickeln. Auch in Europa beginnt das Thema mehr Aufmerksamkeit zu bekommen.,835
745,English,"On July 14, 1993, many entrepreneurs, bankers, and researchers observe a new development: startups are gaining importance, and venture capital is playing an increasingly large role. In the United States, specialized funds are investing more money in young companies that develop new computer technologies, software ideas, or Internet access. Europe is also beginning to pay more attention. Banks and",insurance companies set up their own funds or work with specialists to support promising projects.,959
746,German,"Banken und Versicherungen richten eigene Fonds ein oder arbeiten mit Spezialisten zusammen, um vielversprechende Projekte zu unterstützen. Die Gründerinnen und Gründer suchen nach Kapital, um Prototypen zu bauen, erste Mitarbeitende einzustellen und den Markt zu testen. Die Investoren erwarten eine klare Idee, einen realistischen Plan und eine verantwortliche Führung. Oft wird","eine Zusammenarbeit mit größeren Firmen möglich, die Kapital geben oder technische Ressourcen bereitstellen.",1090
747,English,"Founders are looking for capital to build prototypes, hire initial staff, and test the market. Investors expect a clear idea, a realistic plan, and responsible leadership. Often collaboration with larger companies is possible, providing capital or technical resources. The trend shows that venture capital is no longer only","for large industrial companies, but also open to small teams with innovative approaches.",858
748,German,"Der Trend zeigt, dass Risikokapital nicht mehr nur großen Industrieunternehmen gehört, sondern auch kleinen Teams mit innovativen Ansätzen offensteht. Doch es gibt auch Schwierigkeiten: Viele Startups brauchen Zeit, um einen Markt zu finden, und nicht jedes Vorhaben gelingt. Manche Ideen scheitern an","zu hohen Kosten, andere scheitern am Wettbewerb oder an fehlender Umsatzerfahrung.",849
749,English,"But there are also difficulties: many startups need time to find a market, and not every venture succeeds. Some ideas fail due to too high costs, others due to competition or lack of sales experience. Still, many observers remain optimistic",because good ideas can be implemented faster today than before.,635
750,German,"In Deutschland und anderen Ländern entstehen inzwischen Netzwerke, in denen Gründer voneinander lernen können, und es gibt staatliche Förderprogramme, die Risikokapital bereitstellen oder Bürgschaften geben. Die Entwickler und Unternehmer rechnen damit, dass sich in den nächsten Jahren das Wagniskapital weiter erhöht und die Verfügbarkeit von Kapital langsamer wächst, aber dafür die Erfolgswege transparenter werden. Viele Beobachter hoffen, dass","diese Startups langfristig Arbeitsplätze schaffen, neue Technologien entwickeln und die Wettbewerbsfähigkeit der lokalen Wirtschaft stärken.",1366
751,English,"Developers and entrepreneurs expect that venture capital will continue to rise in the coming years and that the availability of capital will grow more slowly, but as a result, success paths will become more transparent. Many observers hope that these startups will create jobs in the long term, develop new technologies, and strengthen the competitiveness of the local economy. The mood in July 1993 is","mixed: there are great opportunities, but also many challenges, and patience is often as important as courage.",1056
752,German,Heute ist der 17. September 2012. In diesem Text schreibe ich über,die globale wirtschaftliche Lage.,325
753,English,"Today is September 17, 2012. In this text I write about the global economic situation. The situation is mixed: in many countries the economy is growing again","slightly, but the pace varies a lot.",326
754,German,"Die Situation ist gemischt: In vielen Ländern wächst die Wirtschaft wieder leicht, aber das Tempo variiert stark. In den Vereinigten Staaten geht es langsam voran. Die Industrie hat wieder mehr Aufträge, und auch die Haushalte geben","etwas mehr Geld aus, doch die Arbeitslosigkeit ist noch hoch.",603
755,English,"In the United States, growth is slowly advancing. Industry has more orders again, and households are spending a bit more, but unemployment is still high. Forecasts remain uncertain,",and much depends on the business climate.,424
756,German,"Die Prognosen bleiben unsicher, und vieles hängt vom Geschäftsklima ab. In der Eurozone bleibt die Schuldenkrise das zentrale Thema. Griechenland braucht weitere Hilfen, und auch",Italien und Spanien stehen vor großen Herausforderungen.,572
757,English,"In the euro area, the debt crisis remains the central issue. Greece needs further help, and Italy and Spain also face big challenges. Interest rates stay low, and the European",Central Bank tries to calm the financial markets.,475
758,German,"Außerhalb Europas gibt es mehr Wachstum in den Schwellenländern. China verlangsamt sich leicht, liegt aber immer noch über dem Wachstum vieler Industrienationen. Indien, Brasilien und andere Länder profitieren von einer stabilen",Nachfrage nach Rohstoffen und von Investitionen in Infrastruktur.,647
759,English,"China is slowing down a bit, but it is still growing faster than many industrialized countries. India, Brazil, and other countries benefit from stable demand for raw materials and from investment in","infrastructure. Commodity prices remain volatile, especially oil and gold.",715
760,German,"Die Rohstoffpreise bleiben volatil, besonders Öl und Gold. Die Weltwirtschaft wird in den kommenden Monaten vor allem von der Entwicklung in Europa abhängen. Wenn Regierungen und Zentralbanken zusammenarbeiten und Vertrauen schaffen,",könnten Investitionen steigen und die Erholung stärker werden.,619
761,English,"The world economy in the coming months will depend mainly on developments in Europe. If governments and central banks cooperate and build confidence, investments could rise and the recovery could become stronger. If not, the crisis",could spread to other areas and slow the recovery.,489
762,French,"Puis les récoltes vont dans les silos ou directement au marché. À la production animale, on voit des vaches, des poules et des cochons qui donnent du lait, des œufs et de la viande. Le lait, le pain et les légumes arrivent ensuite chez les familles par les routes et les trains. Le marché local est","important: les gens achètent des pommes, des carottes, du pain et du lait frais.",757
763,English,"Then the harvest goes into silos or directly to the market. In animal production, you see cows, chickens and pigs that give milk, eggs and meat. Milk, bread and vegetables",then arrive to families by roads and trains.,415
764,French,"La nourriture passe par plusieurs étapes: semer, pousser, récolter, stocker, transporter et vendre. En 1997, beaucoup de gens aiment les aliments simples et locaux. Les fermiers essaient aussi de protéger la",nature et de travailler en respectant la terre.,426
765,English,"The local market is important: people buy apples, carrots, bread, and fresh milk. Food goes through several steps: sowing, growing, harvesting, storing, transporting and selling. In 1997,",many people like simple and local foods.,404
766,French,"Parfois, les prix changent et les récoltes ne sont pas bonnes. Parfois aussi des jeunes préfèrent d’autres métiers. Malgré tout, chaque jour, des personnes",se lèvent tôt pour nourrir la communauté.,408
767,English,The farmers also try to protect nature and to work with respect for the land. Sometimes prices change and harvests are not good. Sometimes,also young people prefer other jobs.,355
768,French,On peut aussi apprendre beaucoup sur ce métier en visitant une ferme ou un marché local. Les écoles organisent parfois des sorties pour comprendre d’où vient la nourriture et comment elle est vendue. Je pense que ce travail est,essentiel et que la nourriture que nous mangeons est précieuse.,613
769,English,"Nevertheless, every day, people wake up early to feed the community. One can also learn a lot about this occupation by visiting a farm or a local market. Schools sometimes organize excursions to understand",where food comes from and how it is sold.,420
770,French,"Le 20.01.2009, j’écris quelques mots sur l’agriculture et la production de nourriture. Dans les fermes, les paysans travaillent tous les jours. Ils plantent des graines, arrosent les champs et attendent la maturation des récoltes. Le travail est dur, mais il est important, car sans","agriculture on n’a pas de pain, de fruits ou de légumes.",537
771,English,"On 20.01.2009, I am writing a few words about agriculture and food production. On farms, farmers work every day. They plant seeds, water the fields, and wait for the harvests to ripen. The work is hard, but it is important,","because without agriculture we do not have bread, fruits or vegetables.",690
772,French,"Les producteurs prennent soin de la terre et de l’eau. Ils utilisent parfois des engrais, mais ils essaient aussi de respecter la nature. La météo peut beaucoup changer la","production. S’il fait trop sec, les récoltes diminuent.",510
773,English,"Producers take care of the soil and water. They sometimes use fertilizers, but they also try to respect nature. The weather can change production a lot. If","it is too dry, the harvests decrease.",339
774,French,"S’il pleut tout le temps, les cultures peuvent être abîmées. C’est pourquoi les agriculteurs surveillent le temps et choisissent les meilleures périodes pour semer. Dans les marchés, on peut acheter des produits","frais: pommes, poires, tomates, lait, œufs et viande.",505
775,English,"If it rains all the time, crops can be damaged. That is why farmers monitor the weather and choose the best times to sow. In markets, you can buy fresh","products: apples, pears, tomatoes, milk, eggs and meat.",540
776,French,"La chaîne commence aussi dans les petites exploitations locales qui vendent directement aux consommateurs. En 2009, beaucoup de gens veulent comprendre d’où viennent leurs aliments et veulent des produits proches de la ferme. C’est","un sujet simple, mais important pour notre vie quotidienne.",578
777,English,"The goal is to have healthy food, accessible to all. The supply chain also starts in small local farms that sell directly to consumers. In 2009, many people want to understand where their food",comes from and want products close to the farm.,479
778,French,"Le 5 avril 1993, on parle de l’économie mondiale et de ce que nous pouvons attendre pour les mois à venir. Après des années difficiles, la croissance revient doucement dans plusieurs pays, mais elle reste modeste et hésitante. Aux États‑Unis, la production augmente un peu et les magasins vendent plus de produits. Les entreprises","investissent en machines et en nouvelles technologies, et la demande intérieure se renforce lentement.",987
779,English,"April 5, 1993, people talk about the world economy and what we can expect for the coming months. After difficult years, growth is returning slowly in several countries, but it remains modest and hesitant. In the United States, production increases a little and shops sell more goods. Businesses","invest in machines and new technologies, and domestic demand is slowly strengthening.",859
780,French,"L’inflation est maîtrisée et les taux d’intérêt restent raisonnables, ce qui permet aux familles d’emprunter pour acheter une maison ou une voiture. En Europe, la reprise est plus lente et certains pays connaissent encore du chômage élevé, mais des progrès sont visibles. Les gouvernements essayent de réduire les",déficits et de soutenir les réformes qui améliorent la compétitivité des pays.,735
781,English,"Inflation is under control and interest rates stay reasonable, which allows families to borrow for a home or a car. In Europe, the recovery is slower and some countries still experience high unemployment, but progress is visible. Governments try to",reduce deficits and support reforms that improve the competitiveness of countries.,800
782,French,"Le commerce entre les pays européens et avec le reste du monde augmente, surtout dans les secteurs industriels et agricoles. La demande peut rester faible dans certains domaines, mais elle est mieux orientée que l’an dernier. Au Japon, l’économie montre des signes de stabilité; la production","industrielle progresse et les prix restent bas, ce qui favorise l’investissement privé.",801
783,English,"Trade between European countries and with the rest of the world is growing, especially in industrial and agricultural sectors. Demand may remain weak in some areas, but it is better oriented than last year. In Japan, the economy shows signs of stability;","production is progressing and prices stay low, which favors private investment.",771
784,French,"Sur le plan social, une reprise durable peut augmenter l’emploi et les revenus, mais il faut du temps et une bonne coordination des politiques publiques pour que les gains soient distribués plus largement. Pour l’avenir proche, on peut espérer une croissance modeste mais continue si l’inflation reste faible, si les budgets restent sains et si le commerce continue de s’ouvrir. En résumé, l’année 1993 offre des perspectives de","reprise, mais la prudence est toujours nécessaire et les difficultés passées ne disparaissent pas du jour au lendemain.",1121
785,English,"Socially, a durable recovery could raise employment and incomes, but it takes time and good coordination of public policies to ensure gains are shared more broadly. For the near future, we can hope for modest but continued growth if inflation stays low, if budgets stay sound, and if trade continues to open. In short, the year 1993 offers prospects","for a recovery, but caution is always necessary and past difficulties do not disappear overnight.",920
786,French,"Le gaz naturel devient plus important, avec plus d'importations et des réseaux qui relient les pays. L'Europe suit aussi le marché du carbone: le système d'échange de permis d'émission aide à limiter les émissions. Le but est",d'améliorer la sécurité d'approvisionnement et de diversifier les sources d'énergie.,794
787,English,"Natural gas becomes more important, with more imports and networks that connect countries. Europe also follows the carbon market: the system for trading emission permits helps to limit emissions. The goal is to",improve security of supply and to diversify energy sources.,580
788,French,"Les régulateurs travaillent pour que le prix soit juste et pour protéger les consommateurs. C'est une période d'évolution pour les réseaux électriques, pour les investissements et pour l'innovation dans l'énergie. En France et dans d'autres pays, les ménages peuvent comparer",les offres des fournisseurs et choisir celle qui leur convient.,580
789,English,"Regulators work to keep prices fair and to protect consumers. It is a period of change for the electricity grids, for investments, and for energy innovation. In France and in other countries, households can compare offers",from suppliers and choose the one that suits them.,491
790,French,"Le 15.02.1995, je lis dans le journal des informations sur la réponse aux catastrophes et l’aide humanitaire. Dans les zones touchées, les secours arrivent vite avec des camions, des tentes et des couvertures. Ils apportent de l’eau potable, du pain, des vêtements et",des médicaments. Les médecins et le personnel infirmier soignent les blessés.,755
791,English,"On February 15, 1995, I read in the newspaper about the response to disasters and humanitarian aid. In the affected areas, relief teams arrive quickly with trucks, tents, and blankets. They bring drinking water, bread, clothes,",and medicines. Doctors and the nursing staff treat the wounded.,622
792,French,"Les familles cherchent un endroit sûr et un peu de chaleur. Les organisations humanitaires, comme la Croix-Rouge et les agences de l’ONU, travaillent ensemble pour coordonner l’aide. Des volontaires aident les enfants et les adultes à trouver un abri et à recevoir de la nourriture. Les autorités demandent",aussi de l’aide pour réparer les routes et pour protéger les récoltes.,647
793,English,"Families look for a safe place and a little warmth. Humanitarian organizations, such as the Red Cross and UN agencies, work together to coordinate the aid. Volunteers help children and adults find shelter and receive food. The authorities",also request help to repair roads and to protect crops.,518
794,French,"Parfois, il faut parler avec les habitants pour comprendre leurs besoins. La communication est très importante : les radios et les téléphones permettent aux responsables de donner les consignes et d’éviter les",malentendus. On voit l’espoir revenir lorsque l’aide arrive rapidement.,689
795,English,Sometimes it is necessary to talk with the inhabitants to understand their needs. Communication is very important: radios and phones help the leaders to give instructions and to,avoid misunderstandings. Hope returns when aid arrives quickly.,633
796,French,"Le secteur des médias et du divertissement est important dans la vie quotidienne et dans l’économie. Beaucoup de gens regardent des films, des séries, la télévision et des vidéos en ligne chaque jour. En 2018, les plateformes comme Netflix et",YouTube proposent une grande variété de programmes pour tous les goûts.,729
797,English,"The media and entertainment sector is important in daily life and in the economy. Many people watch films, series, television, and online videos every day. In 2018, platforms like Netflix and YouTube",offer a wide variety of programs for all tastes.,450
798,French,"Le cinéma, la musique et les jeux vidéo produisent des contenus pour un public mondial. Les studios utilisent des technologies numériques et des images en haute définition. Les réseaux sociaux aident les artistes et les professionnels à",parler directement avec les fans et à partager leur travail.,556
799,English,"Cinema, music, and video games produce content for a global audience. Studios use digital technologies and high-definition images. Social networks help artists and professionals talk",directly with fans and share their work.,387
800,French,"Les journalistes culturels écrivent sur les nouveautés, les tendances et les opinions du public. Les budgets de production augmentent parfois, mais les coûts restent élevés pour certains projets, surtout les films et les grandes séries. Les maisons de production, les chaînes de télévision et",les plateformes de streaming cherchent des idées nouvelles et des talents.,712
801,English,"Cultural journalists write about new releases, trends, and public opinions. Production budgets sometimes rise, but costs remain high for some projects, especially films and big series. Production houses, television channels, and",streaming platforms look for new ideas and talents.,502
802,French,"Les métiers liés au cinéma, à la musique et aux jeux évoluent rapidement, mais il y a toujours des emplois pour ceux qui aiment raconter des histoires. Aujourd'hui, dans beaucoup de pays, ce secteur attire des personnes de tous âges et de toutes cultures, et il offre des possibilités pour apprendre et progresser. Certaines carrières commencent par des stages ou des formations","courtes, puis on peut devenir réalisateur, monteur, scénariste, directeur artistique, journaliste ou publicitaire. Écrit le 18.02.2018.",1243
803,English,"Jobs related to cinema, music, and games evolve quickly, but there are always jobs for those who like to tell stories. Today, in many countries, this sector attracts people of all ages and all cultures, and it offers opportunities to learn and grow. Some careers start with internships or short training,","then one can become a director, editor, screenwriter, art director, journalist, or advertiser.",862
804,French,"Les couleurs dominantes sont le gris, le noir et le bleu marine, mais on voit aussi du bordeaux et du vert olive. Les manteaux sont longs et les pulls en laine",reviennent à la mode. Les pantalons restent confortables.,556
805,English,"The dominant colors are gray, black, and navy blue, but we also see burgundy and olive green. The coats are long and wool sweaters are coming",back into fashion. The pants stay comfortable.,455
806,French,"On voit différentes matières: laine, coton épais, cuir fin et matières synthétiques. Les coupes sont simples et fonctionnelles. Pour le design et l'édition des magazines, les logos simples",et les formes nettes gagnent du terrain.,381
807,English,"We see different materials: wool, thick cotton, fine leather, and synthetic fabrics. The cuts are simple and functional. For design and magazine editing, simple",logos and clean shapes gain ground.,357
808,French,"Dans le domaine du design d'intérieur, les meubles simples et les éclairages efficaces plaisent aux magasins et aux clients. Les marques internationales essaient d'être plus proches des consommateurs avec des collections petites et accessibles. En boutique, on trouve",des prix plus doux et des pièces faciles à porter.,467
809,English,"In interior design, simple furniture and effective lighting please stores and customers. International brands try to be closer to consumers with small and accessible collections. In stores, there",are softer prices and pieces easy to wear.,401
810,French,"Aujourd'hui, le 26 avril 2013, le monde de la pharmacie et de la biotechnologie est en mouvement. Beaucoup de choses se passent dans les laboratoires et dans les hôpitaux. Des avancées importantes concernent les vaccins et les nouveaux médicaments. Les chercheurs travaillent sur des traitements pour","des maladies graves comme le cancer, le diabète et les maladies génétiques.",736
811,English,"Today, April 26, 2013, the world of pharmacy and biotechnology is in motion. Many things are happening in laboratories and hospitals. Important advances concern vaccines and new medicines. Researchers are working on treatments","for serious diseases like cancer, diabetes, and genetic diseases.",610
812,French,"Les médecins voient des progrès dans la médecine personnalisée. Cela signifie qu’un patient peut recevoir un médicament qui convient mieux à son profil. Parfois, un petit changement dans",l’ADN peut être utilisé pour adapter le traitement.,490
813,English,Doctors see progress in personalized medicine. This means that a patient can receive a medicine that better fits their profile. Sometimes a small change in DNA,can be used to adjust the treatment.,348
814,French,Cela peut réduire les effets secondaires et améliorer l’efficacité. On parle aussi de traitements ciblés. Ces traitements cherchent des protéines ou des gènes qui,causent la maladie et les bloquent.,339
815,English,This can reduce side effects and improve effectiveness. There is talk also of targeted therapies. These treatments look for proteins or genes that,cause the disease and block them.,334
816,French,Les anticorps spéciaux et les petites molécules jouent un rôle important. Les essais cliniques avancent dans plusieurs pays. Certains patients peuvent tester de,nouveaux médicaments dans le cadre d’essais.,455
817,English,Special antibodies and small molecules play an important role. Clinical trials advance in several countries. Some patients may test new,medicines as part of trials.,263
818,French,Cela donne de l’espoir pour des maladies autrefois difficiles à traiter. Les progrès ne concernent pas seulement les médicaments. Les techniques de diagnostic et les outils informatiques aident,les médecins à mieux comprendre les maladies.,467
819,English,This gives hope for diseases once difficult to treat. Progress does not concern only medicines. Diagnostic techniques and computer tools,help doctors better understand diseases.,391
820,French,Lire le code de l’ADN est devenu plus rapide et moins cher. Les données médicales aident les chercheurs à trouver des solutions plus vite. La biotechnologie permet aussi de produire,des protéines utiles pour guérir en grandes quantités.,515
821,English,Reading the DNA code has become faster and cheaper. Medical data helps researchers find solutions faster. Biotechnology also allows producing useful,proteins to heal in large quantities.,343
